Metadata_broad_sample,Metadata_cell_line,Metadata_timepoint,Metadata_experiment_type,Metadata_target,Metadata_timepoint_code,Metadata_target_radix,Metadata_target_is_across,Metadata_split
BRDN0001489452,A549,96,CRISPR,IMPDH1,low,39,TRUE,train
BRDN0001485619,A549,96,CRISPR,GLRA3,low,93,TRUE,train
BRDN0001149198,A549,96,CRISPR,ONE_INTERGENIC_SITE,low,132,FALSE,train
BRDN0001488082,A549,96,CRISPR,TUBB3,low,18,TRUE,train
BRDN0001054801,A549,96,CRISPR,BRAF,low,32,TRUE,train
BRDN0001480931,A549,96,CRISPR,HBB,low,9,TRUE,train
BRDN0001145318,A549,96,CRISPR,LYN,low,86,TRUE,train
BRDN0001485150,A549,96,CRISPR,FOXM1,low,57,TRUE,train
BRDN0001483788,A549,96,CRISPR,ANXA1,low,61,TRUE,train
BRDN0001486382,A549,96,CRISPR,ANXA1,low,61,TRUE,train
BRDN0001485965,A549,96,CRISPR,CCR1,low,166,TRUE,train
BRDN0001488805,A549,96,CRISPR,IMPDH1,low,39,TRUE,train
BRDN0001147509,A549,96,CRISPR,ALK,low,45,TRUE,train
BRDN0000582721,A549,96,CRISPR,HDAC3,low,110,TRUE,train
BRDN0000732963,A549,96,CRISPR,PTGIR,low,165,TRUE,train
BRDN0001054037,A549,96,CRISPR,PLK1,low,42,TRUE,train
BRDN0000732970,A549,96,CRISPR,PTGIR,low,165,TRUE,train
BRDN0001486630,A549,96,CRISPR,FFAR4,low,140,TRUE,train
BRDN0001149033,A549,96,CRISPR,ATM,low,30,TRUE,train
BRDN0001481315,A549,96,CRISPR,PPAT,low,68,TRUE,train
BRDN0001481176,A549,96,CRISPR,RPL23A,low,94,TRUE,train
BRDN0001487815,A549,96,CRISPR,CA14,low,150,TRUE,train
BRDN0001145324,A549,96,CRISPR,FLT3,low,105,TRUE,train
BRDN0001484783,A549,96,CRISPR,MME,low,120,TRUE,train
BRDN0001483527,A549,96,CRISPR,CTSG,low,137,TRUE,train
BRDN0001146001,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001482384,A549,96,CRISPR,ATP5F1D,low,87,TRUE,train
BRDN0001145608,A549,96,CRISPR,PAK4,low,179,TRUE,train
BRDN0001487003,A549,96,CRISPR,GPR119,low,22,TRUE,train
BRDN0001488543,A549,96,CRISPR,SCNN1G,low,40,TRUE,train
BRDN0001486377,A549,96,CRISPR,GJB4,low,108,TRUE,train
BRDN0001488344,A549,96,CRISPR,VEGFA,low,60,TRUE,train
BRDN0001147780,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001480034,A549,96,CRISPR,S1PR4,low,38,TRUE,train
BRDN0001481686,A549,96,CRISPR,IL1B,low,112,TRUE,train
BRDN0001483506,A549,96,CRISPR,F10,low,117,TRUE,train
BRDN0001488696,A549,96,CRISPR,MME,low,120,TRUE,train
BRDN0001482390,A549,96,CRISPR,ELANE,low,59,TRUE,train
BRDN0001484416,A549,96,CRISPR,RPL3,low,46,TRUE,train
BRDN0001148320,A549,96,CRISPR,ERBB2,low,84,TRUE,train
BRDN0001065558,A549,96,CRISPR,MET,low,21,TRUE,train
BRDN0000579759,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001481654,A549,96,CRISPR,F10,low,117,TRUE,train
BRDN0001482725,A549,96,CRISPR,GPR55,low,55,TRUE,train
BRDN0001484659,A549,96,CRISPR,AKR1B1,low,72,TRUE,train
BRDN0001481083,A549,96,CRISPR,IL1B,low,112,TRUE,train
BRDN0001148372,A549,96,CRISPR,ONE_INTERGENIC_SITE,low,132,FALSE,train
BRDN0001479432,A549,96,CRISPR,GUCY1B1,low,115,TRUE,train
BRDN0001481097,A549,96,CRISPR,ADRA2B,low,33,TRUE,train
BRDN0001147690,A549,96,CRISPR,HCK,low,31,TRUE,train
BRDN0001486748,A549,96,CRISPR,HRH4,low,119,TRUE,train
BRDN0001483208,A549,96,CRISPR,P3H1,low,19,TRUE,train
BRDN0001485334,A549,96,CRISPR,CA5A,low,141,TRUE,train
BRDN0001058011,A549,96,CRISPR,RET,low,135,TRUE,train
BRDN0001483257,A549,96,CRISPR,HSP90AA1,low,128,TRUE,train
BRDN0000580015,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001148859,A549,96,CRISPR,DCK,low,158,TRUE,train
BRDN0001065152,A549,96,CRISPR,PIK3CG,low,77,TRUE,train
BRDN0001481327,A549,96,CRISPR,"NAMPT",low,147,TRUE,train
BRDN0001486858,A549,96,CRISPR,TNF,low,1,TRUE,train
BRDN0000579738,A549,96,CRISPR,ERBB2,low,84,TRUE,train
BRDN0000734459,A549,96,CRISPR,ICAM1,low,100,TRUE,train
BRDN0001478949,A549,96,CRISPR,RNASE1,low,6,TRUE,train
BRDN0001147450,A549,96,CRISPR,CDK7,low,47,TRUE,train
BRDN0001489053,A549,96,CRISPR,PTGIS,low,58,TRUE,train
BRDN0001483295,A549,96,CRISPR,PRKCE,low,75,TRUE,train
BRDN0000990355,A549,96,CRISPR,FPR1,low,4,TRUE,train
BRDN0001485228,A549,96,CRISPR,FGF1,low,163,TRUE,train
BRDN0001162576,A549,96,CRISPR,CDK9,low,79,TRUE,train
BRDN0001146476,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001487328,A549,96,CRISPR,CACNB4,low,67,TRUE,train
BRDN0001485154,A549,96,CRISPR,SLCO2B1,low,49,TRUE,train
BRDN0001144938,A549,96,CRISPR,KDR,low,76,TRUE,train
BRDN0001486852,A549,96,CRISPR,EDNRB,low,17,TRUE,train
BRDN0001485349,A549,96,CRISPR,ASIC1,low,50,TRUE,train
BRDN0001490153,A549,96,CRISPR,AVPR1A,low,122,TRUE,train
BRDN0001487070,A549,96,CRISPR,DCK,low,158,TRUE,train
BRDN0001065674,A549,96,CRISPR,JAK1,low,98,TRUE,train
BRDN0000562882,A549,96,CRISPR,BRAF,low,32,TRUE,train
BRDN0001487270,A549,96,CRISPR,PLA2G1B,low,74,TRUE,train
BRDN0001487761,A549,96,CRISPR,FGF1,low,163,TRUE,train
BRDN0001480275,A549,96,CRISPR,TUBB4B,low,90,TRUE,train
BRDN0001482955,A549,96,CRISPR,ADRA2B,low,33,TRUE,train
BRDN0001146892,A549,96,CRISPR,CSF1R,low,37,TRUE,train
BRDN0000733514,A549,96,CRISPR,BRD4,low,27,TRUE,train
BRDN0001489809,A549,96,CRISPR,TUBB,low,13,TRUE,train
BRDN0000581508,A549,96,CRISPR,AGER,low,155,TRUE,train
BRDN0000562836,A549,96,CRISPR,AKT1,low,146,TRUE,train
BRDN0001149376,A549,96,CRISPR,FLT3,low,105,TRUE,train
BRDN0001477830,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001485038,A549,96,CRISPR,S1PR2,low,23,TRUE,train
BRDN0000563501,A549,96,CRISPR,PDE4D,low,36,TRUE,train
BRDN0001481651,A549,96,CRISPR,KCNN4,low,43,TRUE,train
BRDN0001482049,A549,96,CRISPR,S1PR2,low,23,TRUE,train
BRDN0000585854,A549,96,CRISPR,CHEK2,low,109,TRUE,train
BRDN0001488321,A549,96,CRISPR,PRKCE,low,75,TRUE,train
BRDN0001489609,A549,96,CRISPR,EDNRB,low,17,TRUE,train
BRDN0001145662,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001479698,A549,96,CRISPR,RNASE1,low,6,TRUE,train
BRDN0001145958,A549,96,CRISPR,PAK1,low,73,TRUE,train
BRDN0001481198,A549,96,CRISPR,TUBB3,low,18,TRUE,train
BRDN0000582784,A549,96,CRISPR,HDAC6,low,106,TRUE,train
BRDN0001488241,A549,96,CRISPR,TUBB,low,13,TRUE,train
BRDN0001149482,A549,96,CRISPR,DYRK1B,low,157,TRUE,train
BRDN0001145575,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001487205,A549,96,CRISPR,PTGIS,low,58,TRUE,train
BRDN0001487607,A549,96,CRISPR,USP1,low,95,TRUE,train
BRDN0000733096,A549,96,CRISPR,HDAC3,low,110,TRUE,train
BRDN0001490543,A549,96,CRISPR,AGER,low,155,TRUE,train
BRDN0001485023,A549,96,CRISPR,DHH,low,88,TRUE,train
BRDN0001485385,A549,96,CRISPR,CYP1A2,low,15,TRUE,train
BRDN0001487712,A549,96,CRISPR,LPAR1,low,143,TRUE,train
BRDN0001479791,A549,96,CRISPR,CACNG1,low,118,TRUE,train
BRDN0001487609,A549,96,CRISPR,HTR2C,low,160,TRUE,train
BRDN0001066838,A549,96,CRISPR,DNMT3A,low,103,TRUE,train
BRDN0001484463,A549,96,CRISPR,S1PR4,low,38,TRUE,train
BRDN0001066751,A549,96,CRISPR,DNMT3A,low,103,TRUE,train
BRDN0001146145,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001483958,A549,96,CRISPR,TNNC1,low,152,TRUE,train
BRDN0001057535,A549,96,CRISPR,HDAC6,low,106,TRUE,train
BRDN0001484654,A549,96,CRISPR,PARP3,low,20,TRUE,train
BRDN0001489120,A549,96,CRISPR,CTSG,low,137,TRUE,train
BRDN0001065257,A549,96,CRISPR,PORCN,low,125,TRUE,train
BRDN0000563764,A549,96,CRISPR,BAX,low,48,TRUE,train
BRDN0001477860,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001487440,A549,96,CRISPR,GAA,low,56,TRUE,train
BRDN0001486303,A549,96,CRISPR,GAA,low,56,TRUE,train
BRDN0001148950,A549,96,CRISPR,CDK2,low,167,TRUE,train
BRDN0001487520,A549,96,CRISPR,PLA2G1B,low,74,TRUE,train
BRDN0001480913,A549,96,CRISPR,AKR1B1,low,72,TRUE,train
BRDN0001482741,A549,96,CRISPR,GABRB2,low,174,TRUE,train
BRDN0001486451,A549,96,CRISPR,CA5A,low,141,TRUE,train
BRDN0001488371,A549,96,CRISPR,COMT,low,131,TRUE,train
BRDN0001144990,A549,96,CRISPR,PRKCB,low,52,TRUE,train
BRDN0001480501,A549,96,CRISPR,CDK9,low,79,TRUE,train
BRDN0000562944,A549,96,CRISPR,AURKB,low,8,TRUE,train
BRDN0001052307,A549,96,CRISPR,PTK2B,low,96,TRUE,train
BRDN0001145610,A549,96,CRISPR,CHEK2,low,109,TRUE,train
BRDN0001481787,A549,96,CRISPR,HBB,low,9,TRUE,train
BRDN0001147812,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001147209,A549,96,CRISPR,CLK1,low,151,TRUE,train
BRDN0001479324,A549,96,CRISPR,HTR2C,low,160,TRUE,train
BRDN0001477634,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001148519,A549,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001487249,A549,96,CRISPR,CYP1A2,low,15,TRUE,train
BRDN0001147629,A549,96,CRISPR,PAK4,low,179,TRUE,train
BRDN0001484348,A549,96,CRISPR,RPL23A,low,94,TRUE,train
BRDN0001146786,A549,96,CRISPR,BRD4,low,27,TRUE,train
BRDN0001480309,A549,96,CRISPR,ASIC1,low,50,TRUE,train
BRDN0001065858,A549,96,CRISPR,JAK1,low,98,TRUE,train
BRDN0001065728,A549,96,CRISPR,IGF1R,low,126,TRUE,train
BRDN0000585461,A549,96,CRISPR,HCK,low,31,TRUE,train
BRDN0001482977,A549,96,CRISPR,HIF1A,low,154,TRUE,train
BRDN0001488358,A549,96,CRISPR,GJB4,low,108,TRUE,train
BRDN0001488340,A549,96,CRISPR,P3H1,low,19,TRUE,train
BRDN0001065187,A549,96,CRISPR,PPARD,low,127,TRUE,train
BRDN0001148507,A549,96,CRISPR,PRKCB,low,52,TRUE,train
BRDN0001146512,A549,96,CRISPR,CLK1,low,151,TRUE,train
BRDN0001147867,A549,96,CRISPR,PAK1,low,73,TRUE,train
BRDN0001065258,A549,96,CRISPR,PORCN,low,125,TRUE,train
BRDN0001484786,A549,96,CRISPR,RGS4,low,114,TRUE,train
BRDN0001484218,A549,96,CRISPR,USP1,low,95,TRUE,train
BRDN0001148298,A549,96,CRISPR,PTK2B,low,96,TRUE,train
BRDN0001149418,A549,96,CRISPR,DYRK1B,low,157,TRUE,train
BRDN0001487201,A549,96,CRISPR,TNF,low,1,TRUE,train
BRDN0001162582,A549,96,CRISPR,PDPK1,low,91,TRUE,train
BRDN0001483830,A549,96,CRISPR,ELANE,low,59,TRUE,train
BRDN0001483666,A549,96,CRISPR,KCNK1,low,78,TRUE,train
BRDN0001482450,A549,96,CRISPR,SLC29A1,low,138,TRUE,train
BRDN0000990412,A549,96,CRISPR,FPR1,low,4,TRUE,train
BRDN0001480256,A549,96,CRISPR,CACNG1,low,118,TRUE,train
BRDN0001481578,A549,96,CRISPR,CACNA2D3,low,177,TRUE,train
BRDN0001484276,A549,96,CRISPR,HSD11B1,low,51,TRUE,train
BRDN0001484377,A549,96,CRISPR,HTR3A,low,162,TRUE,train
BRDN0001479616,A549,96,CRISPR,TGM2,low,148,TRUE,train
BRDN0001066250,A549,96,CRISPR,CCND1,low,129,TRUE,train
BRDN0001486925,A549,96,CRISPR,ADA,low,97,TRUE,train
BRDN0001485608,A549,96,CRISPR,CACNA2D3,low,177,TRUE,train
BRDN0001054403,A549,96,CRISPR,PDE3A,low,54,TRUE,train
BRDN0001486449,A549,96,CRISPR,ALDH2,low,175,TRUE,train
BRDN0001148112,A549,96,CRISPR,NTRK1,low,121,TRUE,train
BRDN0001145503,A549,96,CRISPR,LCK,low,124,TRUE,train
BRDN0001061132,A549,96,CRISPR,ADORA2A,low,104,TRUE,train
BRDN0001145758,A549,96,CRISPR,LCK,low,124,TRUE,train
BRDN0001486718,A549,96,CRISPR,KCNH7,low,168,TRUE,train
BRDN0001480476,A549,96,CRISPR,CCR1,low,166,TRUE,train
BRDN0001146819,A549,96,CRISPR,KDR,low,76,TRUE,train
BRDN0001056840,A549,96,CRISPR,SIRT2,low,178,TRUE,train
BRDN0001480865,A549,96,CRISPR,HTR3A,low,162,TRUE,train
BRDN0001481609,A549,96,CRISPR,P2RY12,low,134,TRUE,train
BRDN0001486606,A549,96,CRISPR,CHRM2,low,10,TRUE,train
BRDN0001488463,A549,96,CRISPR,HSD11B1,low,51,TRUE,train
BRDN0001479710,A549,96,CRISPR,ADA,low,97,TRUE,train
BRDN0001484586,A549,96,CRISPR,CATSPER4,low,173,TRUE,train
BRDN0001053816,A549,96,CRISPR,CDK4,low,101,TRUE,train
BRDN0001479262,A549,96,CRISPR,ADH1C,low,14,TRUE,train
BRDN0001483086,A549,96,CRISPR,SLC7A11,low,28,TRUE,train
BRDN0000563722,A549,96,CRISPR,PDE4D,low,36,TRUE,train
BRDN0001486813,A549,96,CRISPR,TBXAS1,low,82,TRUE,train
BRDN0001483549,A549,96,CRISPR,GRIN2A,low,25,TRUE,train
BRDN0001480942,A549,96,CRISPR,SSTR2,low,81,TRUE,train
BRDN0001489498,A549,96,CRISPR,KCNQ2,low,34,TRUE,train
BRDN0001488605,A549,96,CRISPR,HPGDS,low,123,TRUE,train
BRDN0001485163,A549,96,CRISPR,SCNN1G,low,40,TRUE,train
BRDN0001485309,A549,96,CRISPR,KCNH7,low,168,TRUE,train
BRDN0001144958,A549,96,CRISPR,BTK,low,70,TRUE,train
BRDN0001054361,A549,96,CRISPR,PDE3A,low,54,TRUE,train
BRDN0001481136,A549,96,CRISPR,P2RY12,low,134,TRUE,train
BRDN0001145303,A549,96,CRISPR,ABL1,low,161,TRUE,train
BRDN0001484228,A549,96,CRISPR,GPR119,low,22,TRUE,train
BRDN0000735603,A549,96,CRISPR,TGFBR1,low,69,TRUE,train
BRDN0001480888,U2OS,96,CRISPR,HIF1A,low,154,TRUE,train
BRDN0001483495,U2OS,96,CRISPR,CATSPER4,low,173,TRUE,train
BRDN0001147364,U2OS,96,CRISPR,DDR2,low,116,TRUE,train
BRDN0001490272,U2OS,96,CRISPR,OPRL1,low,16,TRUE,train
BRDN0001480510,U2OS,96,CRISPR,SLC7A11,low,28,TRUE,train
BRDN0001487636,U2OS,96,CRISPR,FFAR2,low,130,TRUE,train
BRDN0001484752,U2OS,96,CRISPR,KCNMA1,low,107,TRUE,train
BRDN0001485022,U2OS,96,CRISPR,HRH4,low,119,TRUE,train
BRDN0001488469,U2OS,96,CRISPR,GHSR,low,139,TRUE,train
BRDN0001479055,U2OS,96,CRISPR,ALDH2,low,175,TRUE,train
BRDN0001488387,U2OS,96,CRISPR,OPRL1,low,16,TRUE,train
BRDN0001487915,U2OS,96,CRISPR,COMT,low,131,TRUE,train
BRDN0001147100,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001477683,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001488235,U2OS,96,CRISPR,PTPN2,low,44,TRUE,train
BRDN0001483003,U2OS,96,CRISPR,KCNQ2,low,34,TRUE,train
BRDN0001489066,U2OS,96,CRISPR,ITGB2,low,89,TRUE,train
BRDN0001487864,U2OS,96,CRISPR,S1PR1,low,133,TRUE,train
BRDN0001480412,U2OS,96,CRISPR,FOXM1,low,57,TRUE,train
BRDN0001148417,U2OS,96,CRISPR,MAPK14,low,92,TRUE,train
BRDN0001489686,U2OS,96,CRISPR,SLCO2B1,low,49,TRUE,train
BRDN0001481331,U2OS,96,CRISPR,KCNN4,low,43,TRUE,train
BRDN0001481599,U2OS,96,CRISPR,GRIN2A,low,25,TRUE,train
BRDN0001487543,U2OS,96,CRISPR,FFAR2,low,130,TRUE,train
BRDN0001487247,U2OS,96,CRISPR,CACNB4,low,67,TRUE,train
BRDN0001490654,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001147906,U2OS,96,CRISPR,DDR2,low,116,TRUE,train
BRDN0001484748,U2OS,96,CRISPR,HSP90AB1,low,65,TRUE,train
BRDN0000987760,U2OS,96,CRISPR,CSK,low,113,TRUE,train
BRDN0001485957,U2OS,96,CRISPR,AKR1C1,low,80,TRUE,train
BRDN0001482877,U2OS,96,CRISPR,CHRM2,low,10,TRUE,train
BRDN0000735610,U2OS,96,CRISPR,TGFBR1,low,69,TRUE,train
BRDN0001487881,U2OS,96,CRISPR,TGM2,low,148,TRUE,train
BRDN0001489575,U2OS,96,CRISPR,HSP90AB1,low,65,TRUE,train
BRDN0001144968,U2OS,96,CRISPR,CSK,low,113,TRUE,train
BRDN0001488751,U2OS,96,CRISPR,PTPN2,low,44,TRUE,train
BRDN0000579732,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001493988,U2OS,96,CRISPR,CDK4,low,101,TRUE,train
BRDN0001483194,U2OS,96,CRISPR,LPAR1,low,143,TRUE,train
BRDN0001484703,U2OS,96,CRISPR,CHRM3,low,63,TRUE,train
BRDN0001483238,U2OS,96,CRISPR,UGT1A9,low,66,TRUE,train
BRDN0001485605,U2OS,96,CRISPR,HPGDS,low,123,TRUE,train
BRDN0001479972,U2OS,96,CRISPR,GHSR,low,139,TRUE,train
BRDN0001480921,U2OS,96,CRISPR,CHRM3,low,63,TRUE,train
BRDN0001061130,U2OS,96,CRISPR,ADORA2A,low,104,TRUE,train
BRDN0001066064,U2OS,96,CRISPR,CCND1,low,129,TRUE,train
BRDN0001485421,U2OS,96,CRISPR,KCNN1,low,102,TRUE,train
BRDN0001147538,U2OS,96,CRISPR,ABL1,low,161,TRUE,train
BRDN0001487345,U2OS,96,CRISPR,SSTR2,low,81,TRUE,train
BRDN0001488886,U2OS,96,CRISPR,HSP90AA1,low,128,TRUE,train
BRDN0001479766,U2OS,96,CRISPR,TUBB4B,low,90,TRUE,train
BRDN0001057455,U2OS,96,CRISPR,EZH2,low,29,TRUE,train
BRDN0001484506,U2OS,96,CRISPR,PNLIP,low,145,TRUE,train
BRDN0001479298,U2OS,96,CRISPR,CYP2A6,low,85,TRUE,train
BRDN0001146959,U2OS,96,CRISPR,CSF1R,low,37,TRUE,train
BRDN0001480465,U2OS,96,CRISPR,S100B,low,35,TRUE,train
BRDN0001487280,U2OS,96,CRISPR,PDE7A,low,24,TRUE,train
BRDN0000579780,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001148995,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001054845,U2OS,96,CRISPR,AURKB,low,8,TRUE,train
BRDN0001482005,U2OS,96,CRISPR,CDC25A,low,171,TRUE,train
BRDN0000580246,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001147797,U2OS,96,CRISPR,ONE_INTERGENIC_SITE,low,132,FALSE,train
BRDN0001480346,U2OS,96,CRISPR,KCNK1,low,78,TRUE,train
BRDN0001480930,U2OS,96,CRISPR,PNLIP,low,145,TRUE,train
BRDN0001489794,U2OS,96,CRISPR,CA14,low,150,TRUE,train
BRDN0000734502,U2OS,96,CRISPR,ICAM1,low,100,TRUE,train
BRDN0001483314,U2OS,96,CRISPR,GPR55,low,55,TRUE,train
BRDN0001480242,U2OS,96,CRISPR,PDE7A,low,24,TRUE,train
BRDN0001487618,U2OS,96,CRISPR,OPRM1,low,176,TRUE,train
BRDN0001065457,U2OS,96,CRISPR,VEGFA,low,60,TRUE,train
BRDN0001485843,U2OS,96,CRISPR,KCNN1,low,102,TRUE,train
BRDN0001483052,U2OS,96,CRISPR,ADH1C,low,14,TRUE,train
BRDN0001489555,U2OS,96,CRISPR,KCTD16,low,172,TRUE,train
BRDN0001482043,U2OS,96,CRISPR,CYP3A4,low,3,TRUE,train
BRDN0001485604,U2OS,96,CRISPR,AVPR1A,low,122,TRUE,train
BRDN0001485726,U2OS,96,CRISPR,CDC25A,low,171,TRUE,train
BRDN0001065508,U2OS,96,CRISPR,MAPK8,low,111,TRUE,train
BRDN0001484319,U2OS,96,CRISPR,KCTD16,low,172,TRUE,train
BRDN0001480594,U2OS,96,CRISPR,TNNC1,low,152,TRUE,train
BRDN0001486784,U2OS,96,CRISPR,GABRB2,low,174,TRUE,train
BRDN0001477909,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001144750,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001065244,U2OS,96,CRISPR,MAPK8,low,111,TRUE,train
BRDN0001480861,U2OS,96,CRISPR,MMP2,low,169,TRUE,train
BRDN0001146060,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001477792,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001058343,U2OS,96,CRISPR,RET,low,135,TRUE,train
BRDN0001484730,U2OS,96,CRISPR,"NAMPT",low,147,TRUE,train
BRDN0001488073,U2OS,96,CRISPR,CASP3,low,5,TRUE,train
BRDN0001481569,U2OS,96,CRISPR,CYP3A4,low,3,TRUE,train
BRDN0001054815,U2OS,96,CRISPR,KRAS,low,11,TRUE,train
BRDN0001480426,U2OS,96,CRISPR,S100B,low,35,TRUE,train
BRDN0001149473,U2OS,96,CRISPR,BTK,low,70,TRUE,train
empty,U2OS,96,CRISPR,empty,low,144,FALSE,train
BRDN0001147649,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001483817,U2OS,96,CRISPR,SLC29A1,low,138,TRUE,train
BRDN0001483355,U2OS,96,CRISPR,FFAR4,low,140,TRUE,train
BRDN0001065000,U2OS,96,CRISPR,PPARD,low,127,TRUE,train
BRDN0000564018,U2OS,96,CRISPR,BAX,low,48,TRUE,train
BRDN0001485794,U2OS,96,CRISPR,MMP2,low,169,TRUE,train
BRDN0001489262,U2OS,96,CRISPR,RGS4,low,114,TRUE,train
BRDN0001146436,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001484045,U2OS,96,CRISPR,CASP3,low,5,TRUE,train
BRDN0001162216,U2OS,96,CRISPR,CDK7,low,47,TRUE,train
BRDN0001490325,U2OS,96,CRISPR,PPAT,low,68,TRUE,train
BRDN0001484642,U2OS,96,CRISPR,KCNJ1,low,26,TRUE,train
BRDN0001480293,U2OS,96,CRISPR,ATP5F1D,low,87,TRUE,train
BRDN0001145239,U2OS,96,CRISPR,PDPK1,low,91,TRUE,train
BRDN0001477793,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001065819,U2OS,96,CRISPR,IGF1R,low,126,TRUE,train
BRDN0000734703,U2OS,96,CRISPR,MET,low,21,TRUE,train
BRDN0001486172,U2OS,96,CRISPR,GLRA3,low,93,TRUE,train
BRDN0001065162,U2OS,96,CRISPR,PIK3CG,low,77,TRUE,train
BRDN0001481237,U2OS,96,CRISPR,KCNMA1,low,107,TRUE,train
BRDN0001480267,U2OS,96,CRISPR,TBXAS1,low,82,TRUE,train
BRDN0001485538,U2OS,96,CRISPR,KCNJ1,low,26,TRUE,train
BRDN0001065841,U2OS,96,CRISPR,PLD1,low,159,TRUE,train
BRDN0001481027,U2OS,96,CRISPR,DHH,low,88,TRUE,train
BRDN0001054985,U2OS,96,CRISPR,AKT1,low,146,TRUE,train
BRDN0000563627,U2OS,96,CRISPR,KRAS,low,11,TRUE,train
BRDN0001147786,U2OS,96,CRISPR,CDK2,low,167,TRUE,train
BRDN0001480092,U2OS,96,CRISPR,PARP3,low,20,TRUE,train
BRDN0001144995,U2OS,96,CRISPR,PLK1,low,42,TRUE,train
BRDN0001149518,U2OS,96,CRISPR,ATM,low,30,TRUE,train
BRDN0001489452,U2OS,96,CRISPR,IMPDH1,low,39,TRUE,train
BRDN0001485619,U2OS,96,CRISPR,GLRA3,low,93,TRUE,train
BRDN0001149198,U2OS,96,CRISPR,ONE_INTERGENIC_SITE,low,132,FALSE,train
BRDN0001488082,U2OS,96,CRISPR,TUBB3,low,18,TRUE,train
BRDN0001054801,U2OS,96,CRISPR,BRAF,low,32,TRUE,train
BRDN0001480931,U2OS,96,CRISPR,HBB,low,9,TRUE,train
BRDN0001145318,U2OS,96,CRISPR,LYN,low,86,TRUE,train
BRDN0001485150,U2OS,96,CRISPR,FOXM1,low,57,TRUE,train
BRDN0001483788,U2OS,96,CRISPR,ANXA1,low,61,TRUE,train
BRDN0001486382,U2OS,96,CRISPR,ANXA1,low,61,TRUE,train
BRDN0001485965,U2OS,96,CRISPR,CCR1,low,166,TRUE,train
BRDN0001488805,U2OS,96,CRISPR,IMPDH1,low,39,TRUE,train
BRDN0001147509,U2OS,96,CRISPR,ALK,low,45,TRUE,train
BRDN0000582721,U2OS,96,CRISPR,HDAC3,low,110,TRUE,train
BRDN0000732963,U2OS,96,CRISPR,PTGIR,low,165,TRUE,train
BRDN0001054037,U2OS,96,CRISPR,PLK1,low,42,TRUE,train
BRDN0000732970,U2OS,96,CRISPR,PTGIR,low,165,TRUE,train
BRDN0001486630,U2OS,96,CRISPR,FFAR4,low,140,TRUE,train
BRDN0001149033,U2OS,96,CRISPR,ATM,low,30,TRUE,train
BRDN0001481315,U2OS,96,CRISPR,PPAT,low,68,TRUE,train
BRDN0001481176,U2OS,96,CRISPR,RPL23A,low,94,TRUE,train
BRDN0001487815,U2OS,96,CRISPR,CA14,low,150,TRUE,train
BRDN0001145324,U2OS,96,CRISPR,FLT3,low,105,TRUE,train
BRDN0001484783,U2OS,96,CRISPR,MME,low,120,TRUE,train
BRDN0001483527,U2OS,96,CRISPR,CTSG,low,137,TRUE,train
BRDN0001146001,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
BRDN0001482384,U2OS,96,CRISPR,ATP5F1D,low,87,TRUE,train
BRDN0001145608,U2OS,96,CRISPR,PAK4,low,179,TRUE,train
BRDN0001487003,U2OS,96,CRISPR,GPR119,low,22,TRUE,train
BRDN0001488543,U2OS,96,CRISPR,SCNN1G,low,40,TRUE,train
BRDN0001486377,U2OS,96,CRISPR,GJB4,low,108,TRUE,train
BRDN0001488344,U2OS,96,CRISPR,VEGFA,low,60,TRUE,train
BRDN0001147780,U2OS,96,CRISPR,NO_SITE,low,83,FALSE,train
